english	dagbani
conversation	fuɣifuɣi
stranger	fuɣim
Franceds	fuɣisi
everyonely	fuɣisinli
conversation	fuɣu
tribe	furi
eighty	futili
unity	gabili
callfu	gafugafu
goat	gahim
forty-five	gahindili
unity	galisim
eighty-three	gali ti^ŋmara
call	gani
praise	gara
forty-seven	gariʒiɛɣu
praise	gaŋa
crying	gbabigi
ninety	gbɛba
cloud	gbaŋ
common	gbaɣi
strangers	gbaɣiri
conversation	gbaɣisi
seventy	gbɔŋ
seventy	gbɔŋkɔɣu
seventy	gbɔŋlana
cloud	gbani
cloud	gbandi
cloud	gbari
cloud	gbatim
cloud	gbili
cloud	gbim
tribe	gbimisi
eighty	gbini
cloud	gbe
seventy	gɔɣili
seventy	gɔgbihira
seventy	gɔhi
something	gɔnaate
seventy	gɔnagɔna
we have gone	gɔŋmaa
friendship	gɔrigu
seventy	gɔsima
seventy	gɔyuunsi
we have gone	gɔgaliga
go	gom
gollice	golisi
combo	gombo
quickly	guluŋguŋ
seventy	gumbɔɣu
gummira	gummira
quickly	guŋkaa
quickly	guŋpa^nyaaŋa
run	gurim
rutsule key long, i’m-three whirl' kurty yet	gutulu ku sooŋa, n-tam wɔb'kura yɛla
goat	guhim
they	ha
threads AIDS	HIV bee AIDS
seventy	jambɔŋ
ninety	jɛmbia
ninety	jɛni
seventy	jɛndɔɣu
ninety	jɛŋkpibirigoo
ninety-three	jɛrigu ka yɛm shɛri dɔɣim, amaa o lee mali yɛm ŋmari dɔɣim
god	je
praise	jeena
children	ji
children	jiɣi
tribe	jilli
tribe	jila
ninety	jiŋsi
ninety	jinjɛm
ninety	jinjɛŋŋmaa
ninety	jiriyuŋ
child	jia
poverty	jolijoli
call	joll
help of the working, n’t-ordination	juɣu kpuɣi baa kɔbili, n-ŋmaligi sɔŋ baa dooshee
ca	kaa
call	kabire
everyone	kabirili
ninety	kabiɛlli
cabisi	kabisi
poverty	kaɣi
common	kaɣili
poverty	kaɣishia
poverty	kaɣisi
eighty	kahiŋga
call	kaliŋ
call	kalli
everyone	kamaliga
common	kamaata
seventy	kambɔŋa
something	kamsi
scale	kanakana
somewhere	kantɔŋ
call	kavi
button's will have gone.	kaɣ'shia mali waayo ku ŋmani piliŋ
paradise	karakara
crying	kariga
rimba, a children away	karimba, achiika a yɛli yɛlimaŋli
careless	karin^yaɣu
cassana	kasana
unity	kasi
casa	kaza
kiribati	kirikiri
ko'kurty-three	ko'kura lɔŋ baɣa ni saa
poverty	koligi
something	komihigu
praise	kookali
somewhere	kɔbiliga
something	kɔbilinabili
seventy	kɔbilinini
seventy	kɔbilisirim
sweden	kɔhi
something	kɔha
seventy	kɔnchuuŋa
friendly	kɔrisi
run	kɔriga
run	kɔrigi
run	kɔrigili
school	kɔri
friendship	kɔrita
seventy	kɔte
seventy	kɔtiŋa
ninety	kɔyɛm
luxembourg	kɔzuna
seventy	kɔzina
cloud	kpaai
kneeventy	kpaŋ^maŋtali
cloud	kpaŋa
praise	kpaŋmani
kneeperson	kpaɣisi
kneeting	kpakahili
kpace	kpakuto
ninety- eight	kpaliyɛriga
we have gone	kpam
kperson	kpamdigu
kperson	kpamdi
kpamsa	kpamsa
kdewise	kpambirigu
praise	kpani
everyone	kpatinariga
everyone	kpatinarizana
everyone	kpatuɣa
whirl	kpɛma
kneeventy	kpɛŋzaalana
kparigu	kparigu
kde	kpara
crying	kpari
kperfushiga	kparipuhiga
we have gone	kpasaŋa
twenty	kpiliga
kperson	kpilinkpihi
kildion	kpilikpariga
kprincipal	kpiliŋga
kfill	kpilli
kprine	kpiri
it have gone.	kpe ni kpe, ka buchi bɔ ka pamdi lan yɛn ku ma
cloud	kpulim
kneeting	kpurigi
kneever	kpuɣili
kneeverything you are eating’s time	kpuɣimiya yi daadiikunim’ tiŋgban’ ni
kneeting	kpihindisi
knee	kuli
kneever	kuliga
friendship	kuligbiriŋ
turkey	kulinoli
kneever	kuliyalim
run	kulikuli
turkey	kulinoolɔɣu
knee	kumsi
run	kuribindi
verything	kurichunyaŋ
run	kuriga
turkey	kurisa
kill	ku
cloud	kubita
kuta	kutuba
woman	kuɣa
quickly	kuɣilɔŋ
ninety-seven	kuɣilɔnŋmɛra
kill	kuhi
run	kuhigu
kukolmahim	kukolmahim
kneever	kusumbuli
seventy	kuʒiɛm
thirteen	laalaata
children	laali
threads	laɣim
conversation	laɣisɔŋbu
thread	laɣi
eighty	laligi
thread	lala
cloud	lanjam
thirty	larigi
territory	larigim
crying	lariŋga
ninety	lɛbuli
ninety	lɛbigi
thirteen	liɣisi
lithing	lihi
run	lim
crying	liŋaliŋa
eighty	liriŋga
rim	lirim
crying	litaafi
look	lo
we have gone	lɔhi
seventy	lɔɣi
seventy	lɔk
love	looi
call	looloo
child	lu
lugiline	lugilini
common	luɣili
unless	lunfa
lufty	luŋaluŋa
children	maali
thirteen	maaligu
noon	maɣam
conversation	maɣisi
shame	mahim
thirty	maha
eighty	mahili
mashawuta	mahawuta
where	mali
crying	maligunaa
stranger	maliga
eighty	manii
manshaise	manshaasi
quickly	maŋ^maŋa
praise	maŋa
longbaabu	maŋgbaabu
forty-four	maŋgbibbutali
conversation	maŋsiɣisibu
seventy	maŋsɔŋsim
humanity	mantaŋkali
eighty	marigi
tribe	marisa
paradise	mataŋkali
eighty	meei
ninety	mɛrigi
mi	mi
mi	mihi
unity	mili
unity	milim
king	mina
unity	miri
tribe	mirigi
everyone	mirisi
near	mɔni
seventy	mɔɣilim
friendly	mɔri
seventy	mɔrimɔri
morders	momsi
seventy	mɔɣuni
children	muhibba
much	mukuru
music	mulisi
mamma	mum
seventy	munaafichi
forty-seven	munaafichilana
favourited	munaafiɣisi
ninety	munaafiɣisira
seventy	musimusi
run	musulo
i eighty-four	n alizini boor' o
i necessary	n alizini je o
i would have gone.	n chaŋmi tu o d'alizin'suŋ
i need not yet done the world.	n naan zaŋ li buɣi m bɔɣisapiŋ zuɣu
nothing	naɣachima
quickly	naɣiŋmaa
pleasure	nabia
nability	nabili
children	nachima
children	nahimmo
whirl	nam
thirteen	namdakuɣa
thirteen	namdanima
thirteen	namdili
noon	namo
evidence	nandahima
forty-three	namdahimalana
goat	nansara
dancing	nansarichia
dancing	nantariga
seventy-seven	napɔŋvɔɣu
seventy	napompuuni
seventy	napɔɣu
ninety	naŋgbantom
we have gone	naŋgban^yee
quickly	naŋgom
ninety-two	naawuni chɛl' alibarika shɛriga ka gal suma kpɛ m-paɣi wuni
near dancing fufu	naawuni dabili ku baŋ nini naɣila o tuma ni
unity	narili
dan	ndana
nee	ne
we	neei
nine	ni
ninety-nine	niŋgbuŋgbana
ninety-seven	niŋgbuŋgbaɣiribu
ninety-two	niŋ tampiligim buɣi yimaŋa n-kum
ninety-nine	niŋmi aliwalla m-puhi jiŋli
ninety-gari	niŋsim n-gari nangbanpibili
ninety	nindua
i'm not yet	nin^yula
we have gone	nin^yuuna
ninety	ninliha
inkparate	ninkpara
nineseim	ninneesim
ninety-seven	ninvuɣubiɛɣu
ninety-four ninety-nine	ninvuɣu shɛb bɛn mali HIV bee AIDS doro bi simdi ka bɛ zɔri dabiɛm ni adiini baŋdiba sani chɛndi
ninety	nira
nineteen	nimdibiga
run	nimmoo
nine	ninchini
seventy	nintɔchiriga
ninety	nintɔri
ninety	nintɔgbali
seventy	nɔbilinini
ninety	nɔchɛriga
friendly	nɔrili
forty-one	noombilnini
morning	noonini
seventy	nɔsuɣudachee
threads	nuɣim
thirteen	nuɣisi
number	nudirigu
where	nya
ninety	nyɛbi
ninety	nyɛbili
ninety	nyalisi
near	nyam
nothing	nyamm
ninety	nyanzubo
ninety	nyanzum
ninety	nyɛmari
forty-three	nyarimaŋlana
forty-three	nyarimaŋtali
nee	nyee
ninety	nyɛpuɣu
seventy	nyɔdali
new	nyɔhi
new	nyɔhim
ney	nyɔni
near	nyɔŋ
nothing	nyeei
seventy	nyɔɣi
run	nyom
eighty	nyooi
seventy	nyɔtaɣirigu
run	nyubuɣirili
run	nyuhi
run	nyutam
ninety-three	nyir'kɔɣu lana mali o limli so bɛ deeira
ninety-seven	nyirivɔ^nyɛbira
pleasure	ŋariŋ
quickly	ŋariŋ^maŋa
quickly	ŋmanchɛɣu
ninety	ŋmahi
quickly	ŋmaɣi
praise	ŋmaai
help six	ŋmaŋkɔhiriba
ordination	ŋmabi
ninety	ŋmɛli
unity	ŋmirigi
quickly	ŋmirim
forty	ŋmurigi
angel	ŋmuŋmuni
love	ŋo
ninety	ŋɔhi
seventy	ŋɔhigi
seventy	ŋɔŋsuri
seventy	ŋɔra
ninety	ŋɔri
poverty	ŋoi
call	ŋoli
fool	ŋolim
quickly	ŋubi
praise	ŋuhi
angel	ŋuni
ground	ŋuna
dancing is a yet done the work.	ŋun karit' a yi bɛ zani, a gba bɛ zanda
hundreds’ ku necessary	ŋun’ kul ku nya hal abada
she	o
he bupping	o buɣiya
she has gone.	o chɛ ka bɛ lu abirima
she was not yet-six	o d'alizin'biɛɣu n-yiɣsi
he was not yet done the world.	o daa kpuɣiri bihi maa buɣira
eighty-two	o kariti alizin’ biɛri bahiri
he near dog	o niŋ adua
she has gone	o nyaŋ a
he has gone.	o suhi adua
poverty	paani
woman	paɣa
woman	paɣi
everyonely	paɣizilinli
everyonely	paɣizɔritantulim
trees	pahi
paradise	pakurigu^nyindaa
paltory	pallturo
palm	palo
paradise	paliti
paradise	parigi
paradise	pari
see	pe
friendship	peeŋkpaa
fift	piɛ'
ninety	piɛɣu
twenty	piɛgula
ninety	piɛgulibo
ninety	piɛhi
ninety	piɛhiŋ
seventy	piɛkɔhira
ninety-four	piɛkpara
ninety	piɛlaa
ninety	piɛto
twenty	pihigi
thirty	pihi
thirty	pihim
fifty	pihiyobu
seventy	pihiyɔpɔin
eight	pii
ninety	piɛli
twenty	pili
twelve	pilili
seventy	pinaayɔbu
eighty-four	pinaayopɔin
fifty	pini
friday	pirigi
thirty	pirigapaa
seventy	pɔbi
friend	pɔŋ
paradise	pɔra
friend	pɔrilim
police	polipoli
eighty	pooli
pool ninety-two	pool ni daa ti gbaai dunodura dubu, tɔbbihi maa daa kpuɣ’ o mi buɣi
forty-nine	pololi yi ʒi shɛli kam amaa o mi lɔŋ gballi
poining	pooi
seventy	pɔmpi
conversation	puɣisi
quickly	puɣisira
rushing	puhigi
goat	puhi
conversation	puluɣili
seventy	pumpɔnchia
persuade	puŋguluŋ
quickly	puŋpuŋ
runeo	puunoo
run supplyurity you are eating ca.	puu suɣuli yi ŋmɛlim ka bɔ, di ku ŋmani kambɔŋa
seventy	pɔhigu
run	pupoligu
eighty	putarisalli
seventy	putɔɣu
seventy	pɔɣiri
seventy	pɔɣu
crying	saabua
unless	saafa
crowd	saachir
trouble	saaje
seventy-seven	saa bu nɔŋa ku suui tom
seventy-seven	saambulɛleeŋa
crowd	saasi
strangers	sabisi
ninety	sabilɛɣu
call	sabbu
children	sahi
conversation	saɣiŋgu
threads	saɣim
conversation	saɣisi
conversation	saɣisim
crowd	sala
stranger	saligi
call	salim
strangers	salimanja
eighty-nine	salinsaa yɛliya ni o ku ŋubi paaŋa, paaŋa mii ku niŋ o naani
crying	salaŋtuya
crying	salintuya
pleasure	sambanbia
cloud	sampaa
charm	sam
deceiver	sankaŋli
seventy	sankuriginli
praise	saŋli
scale	saŋmariga
praise	saŋkpani
stranger	saniya
seventy	santili
everything	sapasini
seventy	sapasinbihi
seventy	sapirigu
stranger	sarigi
stranger	sariginli
thirteen	sashiriga
seventy-seven	sataŋ kuɣili baɣa ni nɔŋ'kpani
forty-nine	savuligu nyɛla ya-nabihi tingahindili ni achiika
confusion	saviɣu
ninety	sawɛni
verything	sayɛlim
thirteen	sayuɣiyuɣi
ninety	shɛhira
whirl	shɛkal
ninety	shɛlim
ninety	shɛli
forty	shɛba
forty	shɛbi
ninety	shɛhirili
forty-seven	shɛlipolo
forty	shɛrimia
shee	sheei
seventy	sheenwahu
children	shihinshia
children	shihirili
children	shilinshia
children	shim
children	shimma
children	shini
children	shipu
children	shiri
children	shiriku
deceiver	shitima
child	shi
child	shia
siculation	sikulu
seventy	silim
sixty	silinchi
callship	silinshia
ninety-seven	simiɔn daa deei bia maa buɣira
seventy	sipɛlit
seventy	sipindili
eighty-six	sirigili
evidence	sitima
sitty	sitɔɣu
ninety	so
poverty	soobuli
school	sɔhi
seventy	sɔchibiga
sola	solo
somanji	somanji
poverty	somo
seventy	sooje
everyone	su^nyina
eight	sui
seventy	suhugarigu
seventy	suhutuntali
eighty-four	suhutunanima
seventy	suhutuŋlana
seventy	suhuyini
ninety	sulipiɛlli
seventy	sulinsi
quickly	surigu
run	suri
run	surigi
seventy	sutɔɣu
thread	taai
we have gone	taaya
ninety	taaŋkɔro
thread	taaŋa
tabellice	tabitabi
eighty	tabili
thread	tabo
trees	tahi
thirty	tahiŋga
disgust	taɣi
conversation	taɣilima
thread	taɣim
conversation	taɣinamsi
thirty-two	tahima zuɣu ka juɣu doli gbuɣinli
seventy	takɔrɔbila
call	tali
land	taligu
very	tam
angel	tamdigu
ninety-two	tambiɛɣu din tabili kuɣili ni saɣim lɛri
seventy	taŋkpɔɣu
call	tarili
nine	tɛhi
ninety	tɛhijihilana
nine	tɛli
teela	teela
tee	teeku
tekun	teku
they has not yet done there	ti min’ o laɣim ʒini o nam ʒiishee alizanda ni
thirty-two	ti ni maani maligu tiri paɣa ŋun nyɛ naa alizanda ni la, ka boori kom bahir’ o
tree	tia
crying	tikubilaakum
stand	tim
evidence	timsim
thirty	tiŋgbani
friendship	tiŋvurigu
thirty	tiri
tribe	tirisi
we	tizo
seventy	tizɔbila
seventy	tizɔpaɣa
to	to
something	tɔŋ
crying	toondi
expectation	tɔɣu
seventy-seven	tɔbipuɣisira
seventy	tɔbbia
we have gone	tɔbbikpee
we have gone	tɔhigi
friendly	tɔrili
today hundreds	toya kum gari alidu
we	tu
thirty	tuɣi
thirty	tuɣili
trees	tuhi
twenty	tula
turkey	tumi
children	tuui
ninety	tuumbiɛɣu
run	tuumbaŋsim
turkey	tuumbiɛtumda
run	tun
conversation	tutuɣu
thirteen	tuzobila
thirteen	vabiga
verything	vabipum
ninety	valigi
value	valima
vain	valli
call	varim
where	ve
shame	vi
children	vibi
children	vidibo
forty	vidihibo
tribe	vili
forty	villi
we have gone	vinyaɣili
what	vo
worm	vɔhi
dancing	waai
goat	waato
children	wachi
conversation	waɣidimda
conversation	waɣidimli
conversation	waɣifuɣisinli
common	waɣigabili
leopard	waɣigbahira
eighty-seven	waɣiʒiɛɣu
conversation	waɣisi
water	wahu
walga	waliga
well	walijira
war	wari
quickly	wawuluŋ
seventy	wɔchi
world	wɔɣili
ninety	wɔrigi
ninety	wɔridibiga
ninety	wɔri
seventy	wɔɣiri
wildness	wɔɣisi
whirl	wubiga
ninety	wulɛɣu
where	wulifu
poverty	wuligi
where	wuli
woman	wum
one	wuni
worm	wundabili
seventy-three	wuntizɔriba zoorimi kaman abie tia la
run	wurim
unity	wurimansain
run	wurigadaa
run	wurisi
worm	wɔɣu
where	ya
woman	yaɣa
woman	yaɣi
everyone	yaɣili
everyone	yaɣiyaɣi
yeah	yaai
yesterday	yabili
yeahya	yahayaha
yeah	yahi
seventy	yaankɔbili
ninety-two	yawɛ daa chɛ ka alizim’ biɛɣu ʒini’ sool zuɣu
yee	yeei
ninety	yɛligi
ninety	yɛli
ninety	yɛligu
ninety	yɛlim
beadswirt	yɛlisɔɣirili
ninety	yɛlli
ninety	yɛm
ninety	yɛma
seventy	yɛmsɔɣirili
yordal	yɛndana
seventy	yɛtɔɣili
seventy-seven	yɛtɔɣitɔɣira
you	yi
you have gone.	yi kul boori yi lɔɣu pahiri hal ka bɛ ti nyu m-buɣi
i would like	yi o ninni
unity	yili
friday	yilibia
unity	yilim
judge	yilli
eighty-eight	yiliyiinili
ninety	yiŋbia
unity	yirigi
yo	yo
seventy	yɔhi
vanity	yoli
seventy	yɔɣi
seventy	yɔɣisi
ninety	yuɣiyuɣi
conversation	yuɣu
yesterday	yuri
yeah	yum
hundrede	yummaha
we have gone	zaa
expectation	zaɣala
forty	zahigi
woman	zaha
stranger	zali
pleasure	zamba
stranger	zana
stranger	zani
twenty	zibisi
zibisim	zibisim
well	zimsili
children	zimsi
ten	zinalana
zenzam	zinzam
where	ʒi
standard	ʒiɛlana
ninety	ʒiɛri
standard	ʒiɛrigu
ninety-seven	ʒiɛrituɣirigu
seventy	ʒiɛvɔɣu
ninety-seven	ʒiɛbahiga
ninety-seven	ʒiɛduɣu
seventy	ʒiɛpiliŋga
nishree	ʒiɛyimtali
seventy	ʒiɛfaa
longy	ʒiɛhi
run	ʒishee
stand	ʒili
stand	ʒiina
stand	ʒe
worm	zo
cloud	zolinli
seventy	zɔburigu
run	zu
run	zuŋ
run	zuɣim
conversation	zuɣisi
running	zuɣukpiini
quickly	zuɣuŋmaŋ
quickly	zuɣuŋmɔŋ
runfulness	zuɣulaampaa
crowd	zupali
poverty	zuli
eighty-two	ʒiri yirigi pum, ka yɛlimaŋli deei wali
